Escola,Sexo,idade,TP_Moradia,Tamanho_Familia,Situacao_Pais,Educacao_Mae,Educacao_Pai,Trabalho_Mae,Trabalho_Pai,Motivo_Escolha_Escolar,Responsavel_Legal,Tempo_ida_Escola,Tempo_Estudo_Semanal,Apoio_Educacao_Extra,Apoio_Educacao_Pais,Aulas_Particulares,Ativ_Extracurricular,Frequentou_Creche,Quer_Fazer_Graduacao,Tem_Internet,Esta_Namorando,Boa_Convivencia_Familia,Tempo_Livre_Apos_Escola,Tempo_com_Amigos,Alcool_Dia_Util,Alcool_Fim_Semana,Estado_Saude,Falta_Escolar,Nota_1Semestre,Nota_2Semestre
Gabriel Pereira,Mulher,19,Urbano,Acima de 3,Morando Juntos,Ensino Superior,Ensino Superior,Saúde,other,Reputação,Outro,15 a 30 min,2 a 5h,Não,Sim,Não,Sim,Sim,Sim,Sim,Não,Ruim,Moderado,Alto,Baixo,Moderado,Ruim,2,14,13
Gabriel Pereira,Mulher,18,Urbano,Até 3,Morando Juntos,Ensino Superior,Ensino Médio,other,other,Perto de Casa,Outro,15 a 30 min,2 a 5h,Não,Sim,Não,Não,Sim,Sim,Sim,Sim,Bom,Alto,Muito Alto,Muito Baixo,Baixo,Ruim,0,13,14
Gabriel Pereira,Mulher,18,Urbano,Acima de 3,Morando Juntos,Ensino Superior,Ensino Médio,other,other,Reputação,Pai,Até 15 min,Mais de 10h,Não,Sim,Não,Não,Sim,Sim,Sim,Não,Bom,Moderado,Moderado,Muito Baixo,Muito Baixo,Razoavel,0,16,17
Gabriel Pereira,Homem,18,Urbano,Até 3,Morando Juntos,Ensino Superior,Ensino Superior,Professor,Professor,Perto de Casa,Mãe,Até 15 min,"Até 2h,",Não,Sim,Não,Não,Sim,Sim,Sim,Sim,Muito Ruim,Alto,Baixo,Baixo,Baixo,Muito Ruim,0,18,18
Gabriel Pereira,Mulher,18,Urbano,Até 3,Separados,Ensino Superior,Ensino Superior,Saúde,other,Perto de Casa,Mãe,Até 15 min,2 a 5h,Não,Sim,Sim,Não,Sim,Sim,Sim,Sim,Bom,Baixo,Alto,Muito Baixo,Muito Baixo,Bom,0,14,15
Gabriel Pereira,Homem,17,Urbano,Até 3,Morando Juntos,Ensino Superior,Ensino Superior,other,Professor,Perto de Casa,Pai,15 a 30 min,"Até 2h,",Não,Não,Não,Não,Sim,Sim,Sim,Não,Bom,Muito Baixo,Muito Baixo,Baixo,Baixo,Muito Bom,0,12,13
Gabriel Pereira,Mulher,17,Rural,Acima de 3,Morando Juntos,Ensino Superior,Ensino Superior,Serviços,Serviços,Reputação,Mãe,15 a 30 min,5 a 10h,Não,Sim,Não,Sim,Sim,Sim,Sim,Não,Excelente,Moderado,Alto,Muito Baixo,Muito Baixo,Muito Bom,0,7,7
Gabriel Pereira,Mulher,17,Urbano,Acima de 3,Morando Juntos,Ensino Superior,Ensino Fundamental 2,other,other,Reputação,Mãe,15 a 30 min,5 a 10h,Não,Sim,Não,Não,Sim,Sim,Sim,Não,Bom,Moderado,Moderado,Muito Baixo,Muito Baixo,Razoavel,0,16,16
Gabriel Pereira,Mulher,17,Urbano,Acima de 3,Morando Juntos,Ensino Médio,Ensino Fundamental 2,Saúde,Saúde,Reputação,Pai,Até 15 min,Mais de 10h,Não,Sim,Não,Sim,Não,Sim,Sim,Não,Excelente,Baixo,Baixo,Muito Baixo,Baixo,Muito Bom,0,18,18
Gabriel Pereira,Homem,19,Rural,Até 3,Morando Juntos,Ensino Fundamental 2,Ensino Fundamental 1,Do Lar,Serviços,Preferência pelo Curso,Mãe,15 a 30 min,5 a 10h,Não,Não,Não,Sim,Sim,Sim,Sim,Sim,Bom,Moderado,Muito Baixo,Muito Baixo,Muito Baixo,Muito Bom,0,9,10
Gabriel Pereira,Homem,20,Urbano,Acima de 3,Separados,Ensino Médio,Ensino Fundamental 2,Serviços,other,Preferência pelo Curso,Outro,Até 15 min,"Até 2h,",Não,Não,Não,Sim,Sim,Sim,Não,Não,Excelente,Muito Alto,Moderado,Muito Baixo,Muito Baixo,Muito Bom,0,14,15
Gabriel Pereira,Homem,19,Rural,Acima de 3,Morando Juntos,Ensino Médio,Ensino Médio,other,Serviços,Reputação,Pai,Até 15 min,2 a 5h,Não,Não,Não,Sim,Sim,Sim,Não,Sim,Bom,Muito Alto,Moderado,Muito Baixo,Baixo,Muito Bom,0,10,10
Gabriel Pereira,Mulher,18,Urbano,Acima de 3,Morando Juntos,Ensino Fundamental 1,Ensino Superior,other,Professor,Perto de Casa,Mãe,Até 15 min,2 a 5h,Sim,Sim,Não,Não,Não,Sim,Não,Sim,Razoavel,Alto,Alto,Muito Baixo,Baixo,Muito Bom,2,10,10
Gabriel Pereira,Mulher,18,Urbano,Acima de 3,Morando Juntos,Ensino Fundamental 2,Ensino Fundamental 1,Serviços,other,Preferência pelo Curso,Mãe,15 a 30 min,2 a 5h,Não,Sim,Não,Sim,Sim,Sim,Sim,Não,Excelente,Moderado,Moderado,Muito Baixo,Baixo,Muito Ruim,2,12,12
Gabriel Pereira,Mulher,17,Urbano,Acima de 3,Morando Juntos,Ensino Fundamental 2,Ensino Médio,other,other,Preferência pelo Curso,Pai,15 a 30 min,2 a 5h,Não,Não,Não,Sim,Sim,Sim,Sim,Sim,Bom,Baixo,Muito Baixo,Muito Baixo,Muito Baixo,Razoavel,2,11,12
Gabriel Pereira,Mulher,17,Rural,Acima de 3,Morando Juntos,Ensino Superior,Ensino Superior,Professor,Professor,Preferência pelo Curso,Mãe,Até 15 min,"Até 2h,",Não,Não,Não,Sim,Sim,Sim,Sim,Não,Bom,Alto,Alto,Muito Baixo,Muito Baixo,Muito Bom,2,15,16
Gabriel Pereira,Mulher,18,Urbano,Acima de 3,Morando Juntos,Ensino Superior,Ensino Médio,other,other,Preferência pelo Curso,Mãe,Até 15 min,5 a 10h,Não,Sim,Não,Sim,Sim,Sim,Sim,Sim,Bom,Moderado,Alto,Muito Baixo,Muito Baixo,Muito Bom,2,14,15
Gabriel Pereira,Mulher,18,Urbano,Até 3,Morando Juntos,Ensino Superior,Ensino Médio,Saúde,Serviços,Preferência pelo Curso,Mãe,15 a 30 min,"Até 2h,",Não,Sim,Não,Não,Sim,Sim,Sim,Não,Razoavel,Baixo,Alto,Muito Baixo,Alto,Muito Ruim,8,12,12
Gabriel Pereira,Mulher,17,Rural,Acima de 3,Morando Juntos,Ensino Médio,Ensino Superior,Do Lar,Serviços,Preferência pelo Curso,Pai,Até 15 min,5 a 10h,Não,Sim,Não,Sim,Não,Sim,Sim,Não,Bom,Moderado,Alto,Baixo,Muito Alto,Muito Bom,2,15,15
Gabriel Pereira,Mulher,18,Urbano,Acima de 3,Morando Juntos,Ensino Médio,Ensino Médio,Do Lar,other,Preferência pelo Curso,Pai,Até 15 min,2 a 5h,Não,Sim,Não,Não,Sim,Sim,Sim,Não,Bom,Muito Baixo,Alto,Muito Baixo,Muito Baixo,Razoavel,8,11,12
Gabriel Pereira,Homem,19,Urbano,Acima de 3,Morando Juntos,Ensino Superior,Ensino Fundamental 2,Saúde,other,Preferência pelo Curso,Mãe,15 a 30 min,2 a 5h,Não,Sim,Não,Sim,Sim,Sim,Sim,Sim,Excelente,Alto,Alto,Muito Baixo,Muito Baixo,Muito Ruim,9,11,10
Gabriel Pereira,Mulher,18,Urbano,Acima de 3,Morando Juntos,Ensino Superior,Ensino Superior,Professor,other,Preferência pelo Curso,Mãe,Até 15 min,2 a 5h,Não,Sim,Não,Não,Sim,Sim,Sim,Não,Bom,Alto,Alto,Moderado,Moderado,Muito Bom,0,12,11
Gabriel Pereira,Mulher,18,Urbano,Acima de 3,Morando Juntos,Ensino Médio,Ensino Superior,other,other,Preferência pelo Curso,Mãe,Até 15 min,"Até 2h,",Não,Sim,Não,Sim,Sim,Sim,Sim,Sim,Excelente,Alto,Alto,Muito Baixo,Muito Baixo,Muito Ruim,4,11,12
Gabriel Pereira,Mulher,17,Urbano,Acima de 3,Morando Juntos,Ensino Superior,Ensino Superior,Saúde,Saúde,Preferência pelo Curso,Mãe,Até 15 min,"Até 2h,",Não,Não,Não,Sim,Sim,Sim,Sim,Não,Excelente,Moderado,Alto,Muito Baixo,Baixo,Muito Bom,2,14,15
Gabriel Pereira,Mulher,17,Urbano,Acima de 3,Separados,Ensino Superior,Ensino Médio,Serviços,Serviços,Preferência pelo Curso,Mãe,Até 15 min,2 a 5h,Não,Sim,Não,Não,Sim,Sim,Sim,Sim,Excelente,Baixo,Baixo,Muito Baixo,Baixo,Muito Bom,14,15,14
Gabriel Pereira,Mulher,17,Urbano,Até 3,Separados,Ensino Médio,Ensino Médio,Serviços,other,Perto de Casa,Mãe,Até 15 min,2 a 5h,Sim,Sim,Não,Não,Sim,Sim,Sim,Não,Excelente,Moderado,Moderado,Muito Baixo,Muito Baixo,Muito Bom,0,12,12
Gabriel Pereira,Mulher,17,Urbano,Até 3,Morando Juntos,Ensino Fundamental 2,Ensino Fundamental 1,other,other,Perto de Casa,Pai,Até 15 min,2 a 5h,Não,Não,Não,Sim,Sim,Sim,Sim,Não,Bom,Baixo,Moderado,Baixo,Baixo,Ruim,2,11,12
Gabriel Pereira,Homem,18,Urbano,Até 3,Morando Juntos,Ensino Superior,Ensino Superior,other,other,Reputação,Pai,Até 15 min,"Até 2h,",Não,Sim,Não,Não,Sim,Sim,Sim,Não,Bom,Baixo,Muito Alto,Moderado,Alto,Muito Bom,2,8,9
Gabriel Pereira,Mulher,19,Urbano,Acima de 3,Morando Juntos,Ensino Fundamental 1,Ensino Fundamental 1,other,other,Preferência pelo Curso,Outro,30 min a 1h,5 a 10h,Não,Não,Não,Sim,Sim,Não,Não,Sim,Muito Ruim,Muito Alto,Muito Alto,Alto,Moderado,Muito Bom,12,10,10
Gabriel Pereira,Mulher,19,Urbano,Até 3,Separados,Ensino Fundamental 1,Ensino Fundamental 1,other,other,Preferência pelo Curso,Outro,30 min a 1h,2 a 5h,Não,Sim,Não,Não,Não,Sim,Sim,Sim,Excelente,Moderado,Alto,Muito Baixo,Muito Baixo,Bom,2,8,8
Gabriel Pereira,Mulher,18,Urbano,Acima de 3,Morando Juntos,Ensino Fundamental 2,Ensino Fundamental 2,other,other,Preferência pelo Curso,Mãe,Até 15 min,"Até 2h,",Não,Sim,Não,Sim,Sim,Sim,Sim,Sim,Bom,Moderado,Muito Alto,Baixo,Alto,Muito Bom,2,10,10
Gabriel Pereira,Mulher,17,Urbano,Acima de 3,Morando Juntos,Ensino Fundamental 2,Ensino Fundamental 2,other,other,Preferência pelo Curso,Mãe,Até 15 min,2 a 5h,Não,Sim,Não,Não,Sim,Sim,Não,Sim,Bom,Baixo,Baixo,Muito Baixo,Muito Baixo,Razoavel,4,14,13
Gabriel Pereira,Mulher,17,Rural,Até 3,Morando Juntos,Ensino Fundamental 2,Ensino Fundamental 2,Serviços,Serviços,Preferência pelo Curso,Mãe,Até 15 min,5 a 10h,Não,Sim,Não,Sim,Sim,Sim,Sim,Não,Razoavel,Moderado,Baixo,Baixo,Baixo,Razoavel,0,11,11
Gabriel Pereira,Mulher,17,Urbano,Acima de 3,Morando Juntos,Ensino Médio,Ensino Fundamental 1,Serviços,Serviços,Preferência pelo Curso,Pai,Até 15 min,5 a 10h,Não,Sim,Não,Não,Não,Sim,Sim,Não,Razoavel,Alto,Moderado,Baixo,Moderado,Muito Bom,0,17,18
Gabriel Pereira,Mulher,17,Urbano,Até 3,Morando Juntos,Nenhuma,Ensino Fundamental 2,Do Lar,Do Lar,Perto de Casa,Pai,15 a 30 min,5 a 10h,Não,Não,Não,Não,Sim,Sim,Sim,Não,Razoavel,Moderado,Moderado,Baixo,Moderado,Ruim,0,14,14
Gabriel Pereira,Mulher,18,Urbano,Acima de 3,Morando Juntos,Ensino Fundamental 1,Ensino Fundamental 1,other,other,Perto de Casa,Mãe,15 a 30 min,5 a 10h,Não,Não,Não,Sim,Sim,Sim,Sim,Não,Bom,Muito Alto,Muito Alto,Muito Baixo,Baixo,Ruim,0,14,14
Gabriel Pereira,Homem,18,Urbano,Acima de 3,Morando Juntos,Ensino Superior,Ensino Superior,other,other,Preferência pelo Curso,Mãe,Até 15 min,5 a 10h,Não,Não,Não,Sim,Sim,Sim,Sim,Não,Bom,Moderado,Moderado,Baixo,Baixo,Razoavel,0,13,14
Gabriel Pereira,Homem,17,Urbano,Acima de 3,Morando Juntos,Ensino Médio,Ensino Médio,other,Serviços,Reputação,Mãe,Até 15 min,"Até 2h,",Não,Não,Não,Sim,Não,Sim,Sim,Não,Bom,Moderado,Muito Alto,Moderado,Muito Alto,Muito Bom,0,17,18
Gabriel Pereira,Homem,17,Rural,Acima de 3,Morando Juntos,Ensino Fundamental 2,Ensino Fundamental 2,Serviços,other,Preferência pelo Curso,Mãe,Mais de 1h,"Até 2h,",Não,Sim,Não,Não,Sim,Sim,Sim,Não,Bom,Alto,Muito Alto,Muito Alto,Muito Alto,Bom,2,11,10
Gabriel Pereira,Mulher,17,Urbano,Acima de 3,Morando Juntos,Ensino Superior,Ensino Superior,Professor,Serviços,Preferência pelo Curso,Mãe,Até 15 min,5 a 10h,Não,Sim,Não,Sim,Sim,Sim,Sim,Não,Excelente,Alto,Alto,Muito Baixo,Moderado,Bom,0,13,12
Gabriel Pereira,Mulher,17,Urbano,Acima de 3,Morando Juntos,Ensino Superior,Ensino Superior,Professor,Professor,Preferência pelo Curso,Mãe,15 a 30 min,5 a 10h,Não,Sim,Não,Não,Não,Sim,Sim,Sim,Bom,Moderado,Moderado,Muito Baixo,Baixo,Bom,4,15,14
Gabriel Pereira,Mulher,17,Urbano,Acima de 3,Morando Juntos,Ensino Médio,Ensino Médio,Do Lar,other,Preferência pelo Curso,Mãe,Até 15 min,"Até 2h,",Não,Sim,Sim,Sim,Sim,Sim,Sim,Não,Bom,Baixo,Muito Alto,Baixo,Muito Alto,Muito Bom,2,11,12
Gabriel Pereira,Homem,18,Urbano,Até 3,Morando Juntos,Ensino Fundamental 2,Ensino Fundamental 2,other,other,Preferência pelo Curso,Mãe,Até 15 min,Mais de 10h,Não,Sim,Sim,Sim,Sim,Sim,Sim,Não,Bom,Muito Alto,Muito Alto,Baixo,Alto,Muito Bom,0,11,11
Gabriel Pereira,Homem,19,Rural,Acima de 3,Morando Juntos,Ensino Médio,Ensino Fundamental 2,Do Lar,Serviços,Perto de Casa,Outro,Até 15 min,"Até 2h,",Não,Sim,Não,Não,Não,Sim,Não,Sim,Excelente,Moderado,Alto,Baixo,Baixo,Muito Bom,0,11,10
Gabriel Pereira,Mulher,18,Urbano,Acima de 3,Morando Juntos,Ensino Fundamental 2,Ensino Fundamental 2,Do Lar,other,Preferência pelo Curso,Mãe,Mais de 1h,2 a 5h,Não,Não,Não,Sim,Sim,Sim,Não,Sim,Bom,Baixo,Muito Alto,Muito Baixo,Muito Baixo,Ruim,2,10,9
Gabriel Pereira,Mulher,17,Rural,Acima de 3,Morando Juntos,Ensino Fundamental 2,Ensino Superior,Do Lar,other,Preferência pelo Curso,Pai,Até 15 min,5 a 10h,Não,Sim,Não,Não,Sim,Sim,Sim,Sim,Bom,Alto,Moderado,Muito Baixo,Muito Baixo,Muito Bom,0,15,15
Gabriel Pereira,Homem,18,Urbano,Acima de 3,Morando Juntos,Ensino Fundamental 2,Ensino Fundamental 2,other,other,Reputação,Mãe,Até 15 min,"Até 2h,",Não,Não,Não,Não,Não,Sim,Sim,Não,Excelente,Alto,Baixo,Muito Baixo,Baixo,Muito Bom,6,15,14
Gabriel Pereira,Mulher,18,Urbano,Acima de 3,Morando Juntos,Ensino Médio,Ensino Médio,Serviços,Serviços,Perto de Casa,Mãe,Até 15 min,2 a 5h,Não,Não,Não,Sim,Sim,Sim,Sim,Não,Excelente,Moderado,Alto,Muito Baixo,Muito Baixo,Bom,8,10,11
Gabriel Pereira,Mulher,18,Urbano,Até 3,Morando Juntos,Ensino Fundamental 2,Ensino Fundamental 2,other,other,Perto de Casa,Outro,Até 15 min,2 a 5h,Não,Não,Não,Sim,Não,Sim,Sim,Sim,Bom,Moderado,Moderado,Muito Baixo,Muito Baixo,Ruim,0,10,9
Gabriel Pereira,Mulher,18,Rural,Acima de 3,Morando Juntos,Ensino Fundamental 2,Ensino Fundamental 2,Do Lar,other,Preferência pelo Curso,Mãe,15 a 30 min,Mais de 10h,Não,Não,Não,Sim,Sim,Sim,Não,Não,Bom,Alto,Alto,Muito Baixo,Muito Baixo,Bom,6,14,13
Gabriel Pereira,Mulher,17,Urbano,Acima de 3,Morando Juntos,Ensino Médio,Ensino Superior,Serviços,other,Preferência pelo Curso,Mãe,Até 15 min,5 a 10h,Não,Não,Não,Não,Sim,Sim,Sim,Não,Bom,Alto,Muito Alto,Muito Baixo,Moderado,Muito Bom,8,11,13
Gabriel Pereira,Mulher,17,Urbano,Acima de 3,Morando Juntos,Ensino Médio,Ensino Fundamental 2,other,other,Perto de Casa,Mãe,Até 15 min,2 a 5h,Não,Sim,Não,Não,Sim,Sim,Sim,Sim,Bom,Moderado,Baixo,Baixo,Moderado,Ruim,0,12,13
Gabriel Pereira,Mulher,18,Urbano,Até 3,Morando Juntos,Ensino Médio,Ensino Médio,Serviços,Serviços,Perto de Casa,Mãe,Até 15 min,Mais de 10h,Não,Sim,Não,Não,Sim,Sim,Sim,Não,Excelente,Moderado,Moderado,Muito Baixo,Muito Baixo,Muito Ruim,4,14,14
Gabriel Pereira,Mulher,17,Rural,Acima de 3,Separados,Ensino Médio,Ensino Fundamental 2,other,other,Perto de Casa,Mãe,Até 15 min,2 a 5h,Não,Sim,Não,Não,Sim,Sim,Sim,Não,Bom,Moderado,Moderado,Baixo,Moderado,Ruim,0,14,14
Gabriel Pereira,Homem,18,Urbano,Acima de 3,Morando Juntos,Ensino Superior,Ensino Superior,Professor,Serviços,Perto de Casa,Pai,Até 15 min,2 a 5h,Não,Sim,Não,Sim,Sim,Sim,Sim,Não,Bom,Moderado,Moderado,Baixo,Baixo,Ruim,0,12,12
Gabriel Pereira,Homem,18,Urbano,Até 3,Morando Juntos,Ensino Médio,Ensino Superior,Serviços,other,Perto de Casa,Mãe,Até 15 min,2 a 5h,Não,Não,Não,Sim,Sim,Sim,Sim,Sim,Bom,Moderado,Moderado,Muito Baixo,Moderado,Muito Bom,6,16,16
Gabriel Pereira,Mulher,17,Urbano,Acima de 3,Separados,Ensino Fundamental 2,Ensino Fundamental 2,Do Lar,Do Lar,Perto de Casa,Pai,Até 15 min,2 a 5h,Não,Sim,Não,Não,Sim,Sim,Sim,Sim,Razoavel,Moderado,Muito Baixo,Muito Baixo,Baixo,Bom,18,10,12
Gabriel Pereira,Mulher,18,Urbano,Acima de 3,Morando Juntos,Ensino Fundamental 2,Ensino Médio,Do Lar,other,Preferência pelo Curso,Mãe,Até 15 min,5 a 10h,Não,Sim,Não,Não,Sim,Sim,Sim,Não,Bom,Moderado,Moderado,Muito Baixo,Baixo,Razoavel,0,11,12
Gabriel Pereira,Mulher,18,Urbano,Acima de 3,Morando Juntos,Ensino Médio,Ensino Fundamental 2,other,Serviços,Outro,Mãe,Até 15 min,5 a 10h,Não,Não,Não,Não,Sim,Sim,Sim,Sim,Excelente,Alto,Moderado,Baixo,Moderado,Muito Ruim,4,14,16
Gabriel Pereira,Homem,18,Rural,Acima de 3,Morando Juntos,Ensino Superior,Ensino Médio,Professor,Serviços,Preferência pelo Curso,Mãe,Até 15 min,5 a 10h,Não,Não,Não,Não,Sim,Sim,Sim,Sim,Excelente,Moderado,Baixo,Muito Baixo,Baixo,Bom,4,15,14
Gabriel Pereira,Homem,18,Urbano,Acima de 3,Morando Juntos,Ensino Superior,Ensino Médio,Professor,other,Preferência pelo Curso,Mãe,Até 15 min,5 a 10h,Não,Sim,Não,Não,Sim,Sim,Sim,Sim,Excelente,Alto,Muito Alto,Baixo,Moderado,Muito Bom,0,14,13
Gabriel Pereira,Mulher,17,Urbano,Acima de 3,Morando Juntos,Ensino Superior,Ensino Médio,Saúde,other,Reputação,Mãe,Até 15 min,5 a 10h,Não,Sim,Não,Sim,Sim,Sim,Sim,Sim,Bom,Alto,Moderado,Muito Baixo,Moderado,Bom,0,11,12
Gabriel Pereira,Mulher,17,Urbano,Acima de 3,Morando Juntos,Ensino Fundamental 2,Ensino Fundamental 1,Serviços,other,Preferência pelo Curso,Mãe,15 a 30 min,2 a 5h,Não,Sim,Não,Sim,Sim,Sim,Sim,Sim,Bom,Moderado,Alto,Baixo,Baixo,Muito Ruim,10,12,15
Gabriel Pereira,Mulher,17,Urbano,Acima de 3,Morando Juntos,Ensino Fundamental 2,Ensino Fundamental 1,Serviços,other,Reputação,Mãe,Até 15 min,2 a 5h,Não,Sim,Não,Sim,Sim,Sim,Sim,Não,Bom,Moderado,Muito Alto,Baixo,Alto,Bom,4,12,16
Gabriel Pereira,Mulher,19,Urbano,Até 3,Separados,Ensino Fundamental 2,Ensino Médio,Do Lar,other,Perto de Casa,Outro,15 a 30 min,"Até 2h,",Não,Não,Não,Não,Sim,Não,Sim,Não,Ruim,Baixo,Moderado,Moderado,Alto,Muito Bom,16,10,11
Gabriel Pereira,Mulher,17,Urbano,Acima de 3,Morando Juntos,Ensino Médio,Ensino Fundamental 1,other,Do Lar,Perto de Casa,Mãe,Até 15 min,"Até 2h,",Não,Sim,Sim,Não,Sim,Sim,Sim,Sim,Bom,Muito Baixo,Baixo,Muito Baixo,Muito Baixo,Razoavel,6,10,13
Gabriel Pereira,Mulher,21,Urbano,Até 3,Morando Juntos,Ensino Superior,Ensino Superior,other,other,Reputação,Outro,Até 15 min,5 a 10h,Não,Não,Sim,Sim,Sim,Sim,Sim,Não,Razoavel,Moderado,Baixo,Muito Baixo,Muito Baixo,Muito Bom,0,9,12
Gabriel Pereira,Homem,18,Urbano,Até 3,Morando Juntos,Ensino Fundamental 2,Ensino Fundamental 2,Serviços,Serviços,Reputação,Mãe,Até 15 min,2 a 5h,Não,Sim,Não,Sim,Não,Não,Sim,Não,Bom,Alto,Alto,Muito Baixo,Moderado,Razoavel,11,9,11
Gabriel Pereira,Homem,18,Urbano,Até 3,Separados,Ensino Médio,Ensino Superior,other,other,Reputação,Outro,Até 15 min,2 a 5h,Não,Não,Não,Sim,Sim,Sim,Sim,Sim,Bom,Moderado,Muito Alto,Muito Baixo,Alto,Ruim,9,13,14
Gabriel Pereira,Mulher,17,Urbano,Acima de 3,Morando Juntos,Ensino Fundamental 2,Ensino Fundamental 2,Serviços,Serviços,Reputação,Mãe,Até 15 min,2 a 5h,Não,Sim,Não,Sim,Sim,Sim,Sim,Não,Bom,Moderado,Alto,Muito Baixo,Moderado,Bom,0,13,17
Gabriel Pereira,Homem,17,Urbano,Até 3,Separados,Ensino Superior,Ensino Superior,Saúde,other,Reputação,Mãe,Até 15 min,5 a 10h,Não,Sim,Não,Não,Sim,Sim,Sim,Não,Bom,Alto,Baixo,Muito Baixo,Baixo,Bom,2,12,15
Gabriel Pereira,Mulher,18,Urbano,Até 3,Morando Juntos,Ensino Superior,Ensino Fundamental 2,Professor,other,Preferência pelo Curso,Mãe,Até 15 min,2 a 5h,Não,Sim,Não,Sim,Sim,Sim,Sim,Não,Bom,Baixo,Baixo,Muito Baixo,Muito Baixo,Razoavel,0,14,17
Gabriel Pereira,Homem,21,Rural,Até 3,Morando Juntos,Ensino Fundamental 1,Ensino Fundamental 1,Do Lar,other,Preferência pelo Curso,Outro,15 a 30 min,2 a 5h,Não,Sim,Não,Sim,Sim,Não,Sim,Sim,Excelente,Moderado,Moderado,Muito Alto,Baixo,Bom,21,9,10
Gabriel Pereira,Mulher,20,Rural,Acima de 3,Morando Juntos,Ensino Fundamental 1,Ensino Fundamental 1,other,other,Reputação,Outro,15 a 30 min,5 a 10h,Não,Não,Não,Não,Sim,Sim,Sim,Sim,Razoavel,Baixo,Baixo,Muito Baixo,Moderado,Razoavel,8,11,15
Gabriel Pereira,Mulher,19,Urbano,Acima de 3,Morando Juntos,Ensino Superior,Ensino Superior,Professor,other,Perto de Casa,Outro,Até 15 min,"Até 2h,",Não,Sim,Não,Não,Sim,Sim,Sim,Sim,Razoavel,Baixo,Muito Alto,Alto,Alto,Muito Bom,5,9,10
Gabriel Pereira,Homem,17,Urbano,Até 3,Separados,Ensino Médio,Ensino Fundamental 2,other,other,Reputação,Mãe,Até 15 min,2 a 5h,Não,Sim,Não,Não,Sim,Sim,Sim,Não,Bom,Alto,Alto,Muito Baixo,Baixo,Muito Bom,10,16,18
Gabriel Pereira,Mulher,18,Urbano,Acima de 3,Morando Juntos,Ensino Médio,Ensino Fundamental 2,Do Lar,other,Reputação,Pai,Até 15 min,5 a 10h,Não,Sim,Não,Não,Sim,Sim,Sim,Sim,Bom,Moderado,Alto,Muito Baixo,Baixo,Ruim,5,14,17
Gabriel Pereira,Homem,18,Rural,Acima de 3,Morando Juntos,Ensino Fundamental 2,Ensino Médio,other,Serviços,Reputação,Pai,Até 15 min,"Até 2h,",Não,Não,Não,Não,Sim,Sim,Sim,Não,Razoavel,Muito Baixo,Moderado,Alto,Muito Alto,Bom,13,13,14
Gabriel Pereira,Homem,19,Urbano,Acima de 3,Morando Juntos,Ensino Fundamental 2,Ensino Fundamental 1,other,other,Reputação,Mãe,Até 15 min,"Até 2h,",Não,Não,Não,Não,Sim,Sim,Sim,Não,Excelente,Moderado,Alto,Muito Baixo,Alto,Bom,10,7,11
Gabriel Pereira,Mulher,18,Urbano,Até 3,Separados,Ensino Fundamental 2,Ensino Fundamental 2,Serviços,other,Reputação,Mãe,15 a 30 min,2 a 5h,Não,Sim,Não,Não,Sim,Sim,Sim,Não,Bom,Muito Baixo,Alto,Muito Baixo,Moderado,Bom,10,14,17
Gabriel Pereira,Mulher,20,Urbano,Acima de 3,Morando Juntos,Ensino Fundamental 1,Nenhuma,other,other,Reputação,Mãe,15 a 30 min,"Até 2h,",Sim,Não,Não,Não,Sim,Sim,Sim,Sim,Excelente,Moderado,Muito Baixo,Muito Baixo,Muito Baixo,Muito Bom,5,8,10
Gabriel Pereira,Mulher,18,Urbano,Acima de 3,Morando Juntos,Ensino Médio,Ensino Fundamental 2,Serviços,other,Perto de Casa,Mãe,Até 15 min,2 a 5h,Não,Sim,Não,Sim,Não,Sim,Sim,Sim,Razoavel,Muito Baixo,Baixo,Muito Baixo,Baixo,Muito Ruim,4,10,13
Mousinho da Silveira,Mulher,16,Urbano,Acima de 3,Morando Juntos,Ensino Fundamental 1,Ensino Médio,Do Lar,other,Outro,Pai,15 a 30 min,"Até 2h,",Não,Sim,Não,Não,Sim,Não,Sim,Sim,Bom,Moderado,Moderado,Muito Baixo,Moderado,Muito Bom,11,10,11
Mousinho da Silveira,Mulher,16,Rural,Acima de 3,Morando Juntos,Ensino Fundamental 2,Ensino Fundamental 2,other,other,Preferência pelo Curso,Mãe,15 a 30 min,2 a 5h,Não,Sim,Não,Sim,Sim,Sim,Sim,Não,Bom,Alto,Alto,Muito Baixo,Muito Baixo,Muito Bom,0,12,12
Mousinho da Silveira,Mulher,15,Rural,Acima de 3,Morando Juntos,Ensino Fundamental 1,Ensino Fundamental 1,Do Lar,Serviços,Outro,Mãe,Até 15 min,"Até 2h,",Não,Sim,Não,Não,Sim,Sim,Não,Sim,Bom,Muito Baixo,Moderado,Muito Baixo,Muito Baixo,Ruim,6,10,10
Mousinho da Silveira,Mulher,15,Rural,Acima de 3,Morando Juntos,Ensino Médio,Ensino Médio,Do Lar,other,Preferência pelo Curso,Mãe,15 a 30 min,"Até 2h,",Não,Sim,Não,Não,Sim,Sim,Sim,Não,Excelente,Alto,Alto,Baixo,Moderado,Muito Bom,4,10,10
